5,"Una vez que cierres la cuenta, nadie podrá acceder a ella; no podrás acceder al historial de pedidos ni imprimir un comprobante de compra o una factura, al igual que también afecta a las cuentas de clientes, funciones y servicios relacionados que están vinculados a su dirección de correo electrónico y contraseña en cualquier sitio de Amazon a nivel mundial y sitios afiliados."
2,Actualizar un método de pago en Mis pagos no cambiará el método de pago de los pedidos que hayas hecho que aún estén activos.
1,"Para cambiar el método de pago de un pedido activo, ve a Cambiar información del pedido."
2,"En Mi cuenta, selecciona Mis pagos, elige una de estas opciones: Para agregar un método de pago, selecciona el enlace Agregar un método de pago en la categoría que deseas agregar; Para editar o eliminar un método de pago, selecciona la tarjeta que deseas editar en el lado izquierdo de la página, la tarjeta se abre en el centro de la página; haz clic en Editar debajo del nombre de la tarjeta, puedes actualizar tu dirección de facturación, seleccionar una tarjeta predeterminada, actualizar los datos de la tarjeta o eliminar la tarjeta de tu cuenta; Selecciona Eliminar de Wallet para retirar la tarjeta de tu cuenta, sigue las instrucciones en pantalla."
2,"Si hay algún problema con tu pago, cargaremos automáticamente el importe de los productos y servicios elegibles a una tarjeta de respaldo de tus pagos."
2,"Selecciona Administrar método de pago de respaldo;  Actualiza la configuración del botón de selección según tu preferencia (habilitado o inhabilitado); Revisa y actualiza los métodos de pago archivados mediante las casillas de verificación, y asegúrate de que los métodos que no quieras utilizar como respaldo estén desmarcados; Finalmente selecciona Guardar."
5,"Cuando haces un pedido, Amazon contacta con el banco emisor para confirmar que el método de pago sea válido; el banco retiene los fondos hasta que la transacción se procesa o la autorización vence, pero no es un cargo real; algunos bancos llaman a las autorizaciones ""cargos pendientes"" o ""en proceso"", para obtener más información sobre sus políticas específicas en materia de autorizaciones, contacta con el banco emisor."
2,"Si olvidaste tu contraseña, ve al apartado Restablece tu contraseña."
2,"Para actualizar tu contraseña: en Mi cuenta selecciona Datos de identificación y seguridad, al lado de Contraseña seleccione Editar, sigue las instrucciones en pantalla y selecciona Guardar los cambios."
2,"Si tienes problemas para iniciar sesión, es posible que estés ingresando información de cuenta incorrecta o que tengas que restablecer la contraseña."
2,"Puedes actualizar tu nombre, dirección de correo electrónico, contraseña u otra información de la cuenta; en Mi cuenta ve a Datos de identificación y seguridad, al lado de la información que quieres actualizar, selecciona Editar; sigue las instrucciones en pantalla y selecciona Guardar los cambios, cuando hayas completado todas las actualizaciones, selecciona Finalizado."
2,"Para canjear tu tarjeta de regalo: Busca el código de canje, para las tarjetas de regalo físicas, es posible que tengas que raspar en la parte posterior de la tarjeta para ver el código de canje; el código de canje es diferente al número de serie de la tarjeta de 16 dígitos, ve a Canjea una Tarjeta de Regalo; introduce tu código de canje y selecciona Aplicar al saldo."
2,Si tienes problemas para canjear tu tarjeta de regalo revisa los Términos y condiciones de las tarjetas de regalo para asegurarte de que tu pedido cumpla con las reglas y restricciones para pagar con una tarjeta de regalo.
2,Las Tarjetas de Regalo no pueden usarse para comprar otras Tarjetas de Regalo o aplicarse a un pedido que contenga Tarjetas de Regalo.
2,"Si el total del pedido es mayor que el saldo de la tarjeta de regalo, cargaremos el monto restante a la tarjeta de pago predeterminada."
2,"Si recibes un mensaje de error que indica que la tarjeta de regalo o el vale de regalo ya se canjeó, es probable que el código de canje ya se haya canjeado en tu cuenta o en otra cuenta."
2,"Si enviaste la tarjeta de regalo digital a una dirección de correo electrónico, pídele al destinatario que se asegure de que su proveedor de correo electrónico no ha filtrado el correo en una carpeta de correo no deseado o correo basura."
5,"Dependiendo del inventario, siempre buscamos que nuestra mercancía pueda ser surtida desde una tienda cercana a tu domicilio, sin embargo hay ocasiones que surtimos desde una tienda de otro estado, por lo que el trazo es mayor y puede demorar más."
3,"Regularmente, si no aparece tu Fecha estimada de Entrega, se debe a que necesitamos un poco de tiempo para que nuestros proveedores nos envíen los productos seleccionados (¡te lo haremos saber al momento de la compra!), pero una vez que lo tengamos en alguno de nuestros Centros de Distribución, te haremos saber tu Fecha Estimada de Entrega ."
0,"Asegúrate de incluir el producto correcto y completo cuando realices una devolución, se tiene que devolver el producto correcto para recibir un reembolso."
2,"Si recibes un producto defectuoso, comunícate con el Servicio al cliente del fabricante o distribuidor como se indica en la garantía del producto."
5,Puedes devolver un producto defectuoso dentro de los 30 días a partir de la fecha de entrega del pedido a través de nuestro Centro de devoluciones en línea o puedes comunicarte con nuestro departamento de Servicio al cliente.
